task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Documentation,High,Senior,Go,Low,1,2,0,2,1,16,False,2,True,3.25,0,2,0,0,0.7486875
Feature Dev,High,Junior,C++,Medium,8,2,2,16,7,9,False,1,False,3.25,0,2,0,0,3.825
Design Review,High,Senior,Java,Medium,9,2,2,18,7,16,False,0,False,4.5,0,1,1,0,3.76845
Testing,Medium,Tech Lead,JavaScript,Medium,2,3,0,4,5,11,True,0,False,2.66666667,1,2,0,0,0.812
Feature Dev,Low,Senior,Go,Medium,5,3,1,10,8,9,False,1,True,2.08333333,2,1,0,0,2.24560417
Testing,High,Senior,JavaScript,Critical,1,3,2,2,2,10,False,3,False,3.5,1,1,1,0,0.80842225
Bug Fix,Medium,Junior,Other,Critical,4,2,3,8,5,10,False,0,True,3.25,0,2,0,0,1.79695313
Code Review,High,Tech Lead,Other,Medium,7,2,2,14,5,18,False,0,False,2.375,1,1,0,0,3.454
Deployment,High,Tech Lead,JavaScript,Low,9,2,3,18,1,11,True,1,False,2.375,1,1,0,0,5.31538219
Design Review,Low,Mid,Other,Critical,8,4,2,16,1,13,False,3,False,1.5,4,0,0,0,3.03195
Refactoring,High,Senior,C++,High,12,5,1,24,3,17,False,3,True,3.05,2,2,1,0,5.43200897
Client Meeting,High,Tech Lead,Python,Medium,7,3,2,14,10,15,True,2,True,2.08333333,2,1,0,0,4.2786975
Bug Fix,Medium,Mid,Other,Low,2,4,3,4,10,10,False,2,False,3.4375,1,2,1,0,1.43594859
Refactoring,High,Mid,Other,High,7,4,0,14,2,15,False,3,True,4.5625,1,1,1,1,2.7952452
Client Meeting,High,Senior,Python,High,12,5,1,24,5,18,True,0,False,3.55,2,1,2,0,4.64631977
Design Review,Medium,Junior,Java,High,7,4,3,14,4,13,True,1,False,5.1875,1,0,2,1,2.39488988
Documentation,High,Junior,Python,High,3,3,0,6,3,11,False,0,False,2.91666667,2,0,1,0,1.14952275
Documentation,Low,Tech Lead,Go,Medium,8,3,0,16,1,18,True,0,False,2.08333333,2,1,0,0,3.0114
Bug Fix,Medium,Senior,Python,Low,2,5,1,4,5,12,True,0,False,3.95,2,1,1,1,0.91104668
Testing,Low,Mid,Other,Critical,2,4,3,4,2,16,True,3,False,3.0625,3,0,0,1,1.18016251
Bug Fix,Low,Senior,Java,Low,3,2,3,6,8,9,False,0,False,1.5,2,0,0,0,1.725075
Testing,High,Junior,Other,Medium,10,5,1,20,9,10,False,2,False,3.45,2,2,0,1,4.36156875
Refactoring,Low,Senior,JavaScript,Medium,11,3,1,22,3,14,False,2,False,2.08333333,2,1,0,0,4.29204167
Documentation,Medium,Tech Lead,C++,Low,8,4,0,16,8,10,False,0,False,4.0625,1,1,2,0,2.96758
Bug Fix,Low,Senior,C++,Low,8,5,0,16,8,12,False,0,False,3.1,3,1,0,1,2.844072
Client Meeting,Medium,Junior,Java,Critical,5,4,2,10,10,10,False,3,True,3.625,2,0,2,0,2.09947237
Deployment,Medium,Senior,JavaScript,Critical,1,3,3,2,7,14,True,3,True,5.0,1,0,1,1,0.88288778
Documentation,Medium,Senior,Go,Critical,3,3,0,6,4,13,False,2,True,2.08333333,2,1,0,0,1.30354583
Deployment,Medium,Senior,Python,Medium,12,2,2,24,8,9,False,1,False,4.5,0,1,1,0,4.4135
Bug Fix,Low,Tech Lead,Java,Medium,1,2,0,2,1,12,False,3,True,1.5,2,0,0,0,0.74415
Deployment,Low,Senior,Go,Low,11,2,0,22,3,16,True,2,True,1.5,2,0,0,0,5.417412
Deployment,High,Senior,C++,Low,5,2,3,10,5,13,True,1,False,3.625,1,0,1,0,2.93356645
Feature Dev,High,Junior,Java,Critical,2,5,1,4,3,13,False,0,False,3.45,2,2,0,1,0.80138319
Feature Dev,High,Junior,Go,Medium,7,5,2,14,5,12,True,1,False,3.8,1,3,0,1,3.2859645
Refactoring,Medium,Tech Lead,JavaScript,High,7,2,2,14,2,9,False,0,False,1.5,2,0,0,0,2.85975
Bug Fix,High,Tech Lead,Python,Medium,12,2,1,24,5,10,True,0,False,3.25,0,2,0,0,5.58140625
Refactoring,Medium,Senior,Java,High,2,5,0,4,4,15,True,3,False,2.35,4,0,1,0,0.99066949
Documentation,Medium,Senior,C++,High,7,2,0,14,8,10,True,1,False,1.5,2,0,0,0,2.8090125
Code Review,Medium,Tech Lead,Go,Critical,7,2,1,14,10,14,False,0,True,1.5,2,0,0,0,2.82720625
Bug Fix,High,Junior,C++,Medium,9,5,3,18,9,11,False,2,False,5.15,0,2,2,1,3.623635
Deployment,High,Senior,Other,Low,12,3,3,24,5,13,False,0,False,2.91666667,2,0,1,0,6.07803212
Testing,Low,Mid,Other,High,4,3,2,8,5,17,False,0,True,3.25,0,3,0,0,1.6149375
Design Review,High,Mid,Other,Medium,12,4,3,24,4,13,True,2,False,3.5,2,1,0,1,5.69298188
Deployment,Medium,Junior,JavaScript,Low,10,2,2,20,10,14,True,1,False,2.375,1,1,0,0,4.9867125
Design Review,High,Mid,Java,High,7,2,1,14,2,18,True,3,False,1.5,2,0,0,0,3.55485375
Bug Fix,High,Tech Lead,Java,Low,3,3,3,6,9,17,True,2,False,3.5,1,1,1,0,2.10373721
Refactoring,Medium,Senior,Go,High,1,5,3,2,1,17,True,0,False,4.3,1,2,1,1,0.65400615
Deployment,High,Senior,Other,Medium,13,2,3,26,10,11,False,0,False,4.5,0,1,1,0,5.4574625
Design Review,Low,Mid,Go,Critical,7,3,0,14,7,13,False,3,True,4.16666667,1,1,0,1,2.23350462
Bug Fix,High,Junior,Java,Medium,11,5,3,22,2,17,False,1,False,3.4,1,3,1,0,5.060781
Deployment,High,Senior,Java,High,6,4,2,12,9,12,True,2,False,3.0,2,1,1,0,2.83886505
Bug Fix,High,Junior,Other,Medium,3,3,3,6,3,12,True,3,False,3.5,1,1,1,0,2.00669963
Design Review,High,Tech Lead,Java,Low,13,5,1,26,3,15,False,3,False,4.3,1,2,1,1,5.7588366
Refactoring,High,Mid,C++,Medium,4,2,2,8,3,9,False,1,False,3.625,1,0,1,0,1.99626
Deployment,Medium,Tech Lead,Java,Low,3,4,2,6,6,12,True,0,False,3.5,2,1,0,1,1.52243438
Testing,Medium,Senior,Other,Low,6,4,0,12,6,9,False,3,False,3.0,2,1,1,0,2.736855
Bug Fix,High,Mid,Python,Low,2,3,3,4,5,11,False,3,False,2.66666667,1,2,0,0,1.77576667
Design Review,Low,Senior,Java,High,3,2,0,6,8,10,False,1,True,2.375,1,1,0,0,1.14629625
Bug Fix,High,Tech Lead,Java,High,11,4,0,22,10,9,True,3,False,4.0625,1,1,2,0,4.27028018
Client Meeting,High,Junior,JavaScript,Medium,3,3,0,6,1,10,False,1,False,2.91666667,2,0,1,0,1.36980167
Documentation,High,Mid,Python,High,1,5,0,2,5,11,True,3,True,4.3,1,2,1,1,0.64323428
Client Meeting,Low,Mid,JavaScript,Medium,4,2,1,8,3,16,False,0,True,1.5,2,0,0,0,1.792725
Client Meeting,Low,Senior,Other,Medium,6,4,2,12,8,13,False,2,False,2.8125,1,3,0,0,2.5519375
Documentation,High,Tech Lead,Go,Critical,7,5,3,14,9,12,False,2,False,3.9,1,2,2,0,2.79837765
Testing,High,Mid,Other,High,6,2,1,12,2,11,False,3,False,1.5,2,0,0,0,2.961225
Testing,Low,Junior,Python,Low,12,4,1,24,2,9,False,1,False,1.9375,3,1,0,0,5.04270938
Refactoring,Low,Junior,C++,Critical,1,4,1,2,5,18,False,2,False,2.375,2,2,0,0,0.59218438
Code Review,High,Mid,C++,Critical,7,3,1,14,7,16,False,0,False,2.91666667,2,0,1,0,2.6512141
Bug Fix,High,Senior,Java,Low,1,4,1,2,1,9,False,0,True,3.625,2,0,2,0,0.63744161
Client Meeting,Low,Tech Lead,Java,Critical,1,4,0,2,1,17,False,1,False,2.375,2,2,0,0,0.5
Refactoring,Low,Junior,C++,Critical,4,4,1,8,6,18,False,1,False,3.0625,3,0,0,1,1.29217664
Design Review,Medium,Junior,Go,Critical,4,4,0,8,10,13,False,3,False,4.5625,1,1,1,1,1.29543188
Feature Dev,Low,Tech Lead,C++,Low,8,2,2,16,8,18,False,2,True,2.375,1,1,0,0,4.01311625
Testing,Low,Junior,Go,High,7,5,2,14,5,10,False,3,False,1.5,5,0,0,0,2.8782
Bug Fix,Low,Senior,Python,High,11,5,3,22,6,17,True,2,False,3.1,3,1,0,1,3.91100299
Code Review,Medium,Mid,JavaScript,Critical,8,2,3,16,3,10,False,3,True,3.25,0,2,0,0,3.46242188
Refactoring,High,Tech Lead,C++,Medium,4,4,0,8,5,16,False,3,True,3.9375,1,2,0,1,2.01965844
Refactoring,High,Junior,Java,Critical,11,3,0,22,4,10,False,1,True,2.91666667,2,0,1,0,4.46536832
Design Review,High,Junior,Other,High,8,3,3,16,8,11,False,2,False,3.5,1,1,1,0,3.49658325
Client Meeting,Medium,Junior,Other,Low,4,2,0,8,8,13,True,0,False,3.625,1,0,1,0,1.6469145
Feature Dev,High,Junior,C++,Critical,2,3,1,4,2,9,False,3,False,4.16666667,1,1,0,1,0.98642854
Deployment,High,Senior,Python,Low,13,3,2,26,9,13,False,0,False,3.58333333,2,0,0,1,6.04306083
Client Meeting,High,Senior,Go,Medium,3,4,2,6,3,14,True,0,False,3.0,2,1,1,0,1.625526
Testing,Low,Tech Lead,JavaScript,Medium,11,5,3,22,9,17,True,1,True,1.85,4,1,0,0,5.24811788
Code Review,High,Tech Lead,Java,Critical,7,3,2,14,4,9,False,3,True,3.25,0,3,0,0,3.34846875
Refactoring,Medium,Tech Lead,C++,Critical,11,3,1,22,4,18,False,0,False,2.66666667,1,2,0,0,3.73858333
Code Review,Medium,Junior,Other,Medium,8,3,0,16,5,18,True,0,True,4.91666667,0,1,2,0,2.96758
Refactoring,High,Junior,Other,Low,12,5,1,24,7,12,False,2,True,2.55,2,3,0,0,6.90737575
Design Review,Medium,Junior,JavaScript,Low,7,4,2,14,2,11,True,1,False,2.8125,1,3,0,0,3.54585
Feature Dev,High,Senior,Java,High,8,5,1,16,1,11,False,1,False,3.45,2,2,0,1,3.11653912
Code Review,Medium,Mid,C++,Medium,8,4,0,16,4,17,True,2,True,3.4375,1,2,1,0,3.53540447
Refactoring,Medium,Mid,Go,Critical,6,4,0,12,9,12,False,1,True,4.5625,1,1,1,1,1.87496719
Documentation,High,Senior,JavaScript,Low,6,2,1,12,10,18,False,0,True,2.375,1,1,0,0,3.45507938
Client Meeting,Low,Tech Lead,Java,Critical,4,3,0,8,7,15,False,0,False,2.08333333,2,1,0,0,1.2189
Bug Fix,Low,Mid,Go,High,12,4,2,24,6,15,False,1,False,2.375,2,2,0,0,4.16835
Client Meeting,High,Mid,Other,Medium,1,3,2,2,5,16,True,3,False,2.91666667,2,0,1,0,1.03012787
Design Review,Medium,Junior,Python,High,13,5,2,26,5,15,True,3,False,3.95,2,1,1,1,4.5508743
Deployment,Medium,Tech Lead,Other,Low,4,3,1,8,5,13,False,0,False,3.5,1,1,1,0,1.72720625
Client Meeting,Medium,Tech Lead,Python,Critical,9,3,3,18,4,10,True,0,True,2.08333333,2,1,0,0,3.95952047
Deployment,High,Mid,C++,Medium,4,3,0,8,4,16,True,0,False,4.16666667,1,1,0,1,1.636565
Code Review,Medium,Senior,Other,Medium,10,2,1,20,10,11,False,2,False,4.5,0,1,1,0,3.6920625
Design Review,High,Mid,Java,High,1,4,2,2,4,17,False,2,True,2.375,2,2,0,0,0.93258
Client Meeting,High,Mid,Go,Low,4,5,0,8,7,13,False,1,True,3.45,2,2,0,1,2.06835283
Feature Dev,Medium,Mid,Other,Low,8,2,1,16,6,11,True,1,False,3.625,1,0,1,0,3.55115939
Bug Fix,Medium,Tech Lead,Python,High,7,2,0,14,7,17,True,3,False,5.75,0,0,2,0,2.3406705
Feature Dev,High,Mid,Python,Medium,12,3,2,24,8,18,True,0,False,4.33333333,1,0,2,0,5.074167
Deployment,Low,Junior,JavaScript,Critical,8,2,3,16,5,14,True,1,False,1.5,2,0,0,0,3.13780688
Client Meeting,Medium,Senior,Other,Critical,5,3,0,10,6,9,False,2,False,2.08333333,2,1,0,0,1.86220833
Client Meeting,High,Tech Lead,C++,Low,4,3,1,8,4,17,False,3,False,2.91666667,2,0,1,0,2.33143946
Design Review,High,Tech Lead,Other,Critical,9,5,2,18,3,9,True,2,True,3.55,2,1,2,0,3.95014574
Refactoring,High,Junior,Python,Medium,1,4,1,2,2,13,False,0,False,3.875,0,3,1,0,0.53622813
Deployment,Medium,Junior,Other,Critical,8,3,1,16,2,16,True,2,False,3.5,1,1,1,0,2.84282447
Testing,Medium,Senior,Python,Low,1,5,1,2,7,16,True,0,True,2.7,3,1,1,0,0.65408834
Client Meeting,Medium,Junior,Python,Low,8,5,3,16,4,17,False,3,True,3.1,3,1,0,1,4.29079613
Design Review,High,Mid,C++,Critical,10,4,1,20,9,16,False,1,False,4.125,2,0,1,1,3.38972562
Feature Dev,Medium,Tech Lead,Go,Low,12,4,0,24,9,11,False,3,False,3.0,2,1,1,0,5.169615
Testing,Medium,Senior,Go,Critical,5,5,1,10,3,13,True,0,False,3.45,2,2,0,1,1.69076873
Refactoring,Medium,Mid,JavaScript,Critical,6,4,2,12,2,14,False,3,False,2.8125,1,3,0,0,2.44640625
Testing,High,Senior,C++,Critical,8,3,3,16,4,16,True,3,True,5.58333333,0,1,1,1,3.40103726
Deployment,Medium,Junior,Java,Critical,10,2,0,20,9,9,True,3,False,5.75,0,0,2,0,3.06636225
Feature Dev,High,Mid,Java,High,8,5,0,16,4,11,True,1,False,3.45,2,2,0,1,3.14746661
Client Meeting,Medium,Senior,Java,High,1,3,2,2,5,15,False,2,False,3.5,1,1,1,0,0.7267725
Testing,Low,Junior,JavaScript,Low,4,4,2,8,5,11,False,3,False,2.8125,1,3,0,0,2.1528375
Refactoring,High,Tech Lead,Python,Low,9,4,3,18,8,15,True,2,False,3.4375,1,2,1,0,4.980761
Design Review,High,Tech Lead,Java,Low,7,5,1,14,6,10,False,0,True,2.9,1,4,0,0,3.8942035
Documentation,High,Senior,C++,Medium,3,3,3,6,4,10,True,3,False,3.5,1,1,1,0,2.00669963
Bug Fix,High,Tech Lead,Go,High,5,3,0,10,10,12,True,3,False,4.16666667,1,1,0,1,2.08128375
Feature Dev,Medium,Mid,JavaScript,High,5,5,2,10,7,17,True,1,True,3.4,1,3,1,0,2.25055908
Feature Dev,High,Mid,Go,High,11,5,3,22,9,15,False,2,False,2.55,2,3,0,0,4.9976775
Feature Dev,Medium,Mid,C++,Low,8,5,2,16,2,18,True,1,False,3.55,2,1,2,0,3.6056097
Client Meeting,High,Senior,Go,Low,6,2,1,12,4,13,False,3,True,3.625,1,0,1,0,3.46146137
Testing,High,Senior,Other,Medium,3,2,0,6,6,17,False,3,True,2.375,1,1,0,0,1.81335
Deployment,High,Mid,Go,Low,3,3,0,6,5,9,False,0,True,6.41666667,0,0,2,1,1.2632037
Refactoring,Medium,Tech Lead,Other,Low,11,2,0,22,6,15,True,3,False,5.75,0,0,2,0,4.3373715
Client Meeting,Medium,Senior,Java,Critical,11,2,0,22,7,15,True,1,False,2.375,1,1,0,0,3.94094531
Client Meeting,High,Tech Lead,Go,Low,6,2,3,12,10,17,True,3,True,2.375,1,1,0,0,4.37584022
Bug Fix,Medium,Senior,JavaScript,Medium,1,5,1,2,7,16,False,3,True,2.55,2,3,0,0,0.9092875
Deployment,High,Senior,JavaScript,Medium,7,5,2,14,8,9,False,2,True,4.3,1,2,1,1,3.3317064
Bug Fix,High,Senior,Python,Low,6,4,3,12,9,13,False,0,False,3.4375,1,2,1,0,3.17889309
Client Meeting,High,Senior,JavaScript,Low,2,5,2,4,6,16,True,3,False,3.05,2,2,1,0,1.61352807
Feature Dev,Medium,Senior,C++,Medium,2,2,2,4,6,12,False,2,True,2.375,1,1,0,0,1.4031875
Client Meeting,Medium,Senior,C++,Critical,6,4,2,12,5,15,False,3,False,2.375,2,2,0,0,2.5021875
Refactoring,High,Junior,JavaScript,Critical,12,2,1,24,9,10,False,0,True,3.25,0,2,0,0,4.97010938
Design Review,High,Mid,Go,High,5,3,2,10,1,18,False,2,False,3.5,1,1,1,0,2.26107
Client Meeting,Low,Senior,JavaScript,Critical,3,4,3,6,3,15,True,0,False,2.375,2,2,0,0,1.33992141
Bug Fix,Medium,Mid,Go,Critical,13,3,2,26,6,17,True,0,False,5.0,1,0,1,1,3.8386425
Refactoring,High,Tech Lead,JavaScript,Critical,12,5,2,24,8,10,False,1,False,2.55,2,3,0,0,4.89362
Deployment,Medium,Senior,C++,Critical,7,2,3,14,9,9,True,3,False,1.5,2,0,0,0,3.24758438
Refactoring,Medium,Tech Lead,C++,High,10,3,1,20,7,10,True,3,True,2.08333333,2,1,0,0,4.60650094
Refactoring,Medium,Mid,Python,Critical,5,4,2,10,5,9,True,0,False,3.0,2,1,1,0,1.89160912
Documentation,Low,Mid,Python,High,9,2,3,18,9,17,False,0,False,2.375,1,1,0,0,3.25873125
Deployment,Low,Senior,Java,Low,1,3,1,2,1,13,False,1,False,2.66666667,1,2,0,0,0.64863333
Documentation,Medium,Tech Lead,Java,Low,6,4,2,12,10,14,False,0,False,4.0625,1,1,2,0,2.50389563
Bug Fix,High,Senior,Java,High,6,4,1,12,7,11,True,3,True,3.25,0,4,0,0,3.12824531
Feature Dev,Medium,Mid,Python,Low,1,4,0,2,6,17,False,3,False,2.8125,1,3,0,0,0.73871875
Code Review,Medium,Tech Lead,Other,Critical,13,2,2,26,10,16,False,3,True,2.375,1,1,0,0,5.32131875
Deployment,High,Tech Lead,Python,High,13,2,2,26,4,11,False,1,False,2.375,1,1,0,0,5.6343375
Feature Dev,Medium,Mid,JavaScript,Low,11,4,0,22,4,16,False,1,True,2.375,2,2,0,0,5.34290625
Bug Fix,Low,Tech Lead,Java,Critical,13,4,1,26,5,11,False,2,False,2.375,2,2,0,0,4.19533438
Testing,Medium,Senior,Go,High,1,3,3,2,1,10,True,2,False,1.5,3,0,0,0,1.01705625
Design Review,Low,Mid,Python,High,5,2,2,10,6,17,True,2,True,2.375,1,1,0,0,2.34602156
Feature Dev,High,Junior,Java,Low,12,5,3,24,6,9,False,3,False,4.3,1,2,1,1,5.6155374
Refactoring,High,Tech Lead,C++,Medium,13,4,1,26,5,11,False,2,False,4.0625,1,1,2,0,5.33658563
Client Meeting,High,Senior,Go,Medium,6,3,1,12,6,12,True,3,True,3.25,0,3,0,0,3.47582813
Refactoring,Medium,Senior,Python,Medium,8,3,2,16,2,15,False,2,True,4.91666667,0,1,2,0,3.26787083
Deployment,High,Senior,Go,High,1,4,0,2,6,17,True,0,False,3.5,2,1,0,1,0.5
Design Review,Low,Tech Lead,Go,High,13,4,1,26,10,15,True,1,False,1.9375,3,1,0,0,4.67340891
Testing,Medium,Mid,JavaScript,High,5,4,2,10,1,9,True,1,True,1.9375,3,1,0,0,2.50259625
Documentation,Medium,Junior,Python,Medium,7,4,1,14,2,15,False,2,False,2.5625,3,0,1,0,2.96956406
Client Meeting,Medium,Mid,Python,Medium,7,3,2,14,7,12,False,2,False,1.5,3,0,0,0,3.3825
Deployment,High,Tech Lead,C++,Medium,13,5,3,26,1,12,False,3,True,3.4,1,3,1,0,6.6782463
Testing,Low,Senior,C++,Medium,6,3,2,12,10,14,True,0,False,2.66666667,1,2,0,0,2.4969
Deployment,High,Mid,Go,Critical,5,5,1,10,10,15,False,3,False,5.15,0,2,2,1,1.76831875
Client Meeting,High,Senior,Go,Critical,9,3,2,18,4,9,False,0,False,4.33333333,1,0,2,0,3.133678
Deployment,High,Senior,JavaScript,Medium,1,3,2,2,1,9,True,1,False,2.91666667,2,0,1,0,0.83576412
Client Meeting,Medium,Junior,Java,Critical,4,5,3,8,5,9,False,2,False,3.05,2,2,1,0,1.75773094
Deployment,Medium,Mid,Java,Medium,3,3,3,6,3,9,True,0,True,2.08333333,2,1,0,0,1.89780938
Documentation,Medium,Tech Lead,Java,High,11,5,0,22,9,16,True,0,False,3.1,3,1,0,1,3.7328445
Refactoring,High,Senior,C++,Low,3,2,1,6,9,9,False,0,True,1.5,2,0,0,0,1.8975825
Bug Fix,High,Senior,Other,High,7,5,1,14,4,13,False,2,True,3.05,2,2,1,0,3.24828677
Feature Dev,High,Tech Lead,C++,Medium,8,4,1,16,2,11,False,0,False,2.375,2,2,0,0,3.7581875
Documentation,Medium,Junior,Other,Low,2,3,2,4,3,11,False,0,True,2.66666667,1,2,0,0,1.28663333
Client Meeting,High,Tech Lead,JavaScript,Low,13,4,3,26,3,11,False,1,False,5.0,0,2,1,1,5.617106
Refactoring,Medium,Mid,JavaScript,High,6,2,3,12,5,18,False,3,False,3.625,1,0,1,0,2.52651656
Documentation,High,Junior,Go,Medium,6,3,3,12,8,12,True,3,False,2.08333333,2,1,0,0,3.67014375
Design Review,Medium,Tech Lead,Other,Low,11,4,2,22,5,15,True,3,False,3.625,2,0,2,0,4.98743437
Deployment,Low,Tech Lead,Other,Critical,4,2,3,8,2,14,False,3,False,1.5,2,0,0,0,1.9080375
Client Meeting,Medium,Mid,Go,Critical,1,2,2,2,2,16,True,3,False,4.5,0,1,1,0,0.75750938
Design Review,High,Junior,Go,High,12,2,2,24,6,10,False,1,False,1.5,2,0,0,0,5.4612
Testing,Medium,Senior,Java,Medium,13,2,3,26,2,14,False,3,False,4.5,0,1,1,0,5.0500625
Feature Dev,Low,Senior,Python,Medium,2,4,3,4,3,11,True,0,False,2.8125,1,3,0,0,1.17859219
Code Review,High,Mid,Java,Low,2,2,3,4,6,16,False,0,False,2.375,1,1,0,0,1.47874375
Code Review,Medium,Tech Lead,Python,High,3,4,2,6,4,10,True,2,True,1.5,4,0,0,0,1.81132875
Code Review,Medium,Senior,C++,Critical,13,4,3,26,5,12,False,3,False,4.0625,1,1,2,0,4.26378859
Feature Dev,Medium,Junior,Python,High,3,2,3,6,10,17,False,2,False,2.375,1,1,0,0,1.63378125
Deployment,Medium,Junior,Java,High,2,4,0,4,8,9,False,2,False,3.9375,1,2,0,1,0.77217188
Design Review,Low,Mid,Java,Low,8,2,1,16,2,14,True,2,False,1.5,2,0,0,0,3.82391625
Design Review,Low,Mid,Other,Critical,13,5,1,26,10,9,False,0,False,3.25,0,5,0,0,3.84890625
Deployment,High,Junior,Java,Critical,9,2,2,18,7,15,False,1,True,3.625,1,0,1,0,3.78300182
Testing,Low,Mid,C++,High,6,4,2,12,10,15,True,3,False,2.375,2,2,0,0,2.55929625
Design Review,Medium,Junior,Python,Low,9,4,2,18,10,11,False,0,False,3.625,2,0,2,0,3.70495125
Deployment,Medium,Senior,Java,High,13,5,2,26,7,15,True,3,True,2.2,3,2,0,0,5.968809
Code Review,Low,Tech Lead,JavaScript,Critical,5,3,3,10,6,13,False,2,False,1.5,3,0,0,0,2.1345625
Client Meeting,Medium,Mid,Python,Critical,7,5,1,14,9,15,True,3,False,4.45,2,0,2,1,2.26531561
Testing,Medium,Tech Lead,Java,Critical,4,2,0,8,1,17,False,2,False,3.25,0,2,0,0,1.434375
Refactoring,Medium,Mid,C++,Low,10,4,2,20,10,10,True,2,False,4.125,2,0,1,1,4.27364438
Deployment,Medium,Senior,Other,Critical,2,3,2,4,8,10,False,3,True,3.25,0,3,0,0,1.2271875
Bug Fix,Low,Junior,Go,Low,3,4,3,6,1,11,True,1,False,2.375,2,2,0,0,1.84735031
Documentation,Low,Junior,JavaScript,Medium,9,5,1,18,6,15,True,2,False,2.75,4,0,0,1,3.44673656
Documentation,High,Senior,JavaScript,Critical,10,2,1,20,9,16,True,3,False,2.375,1,1,0,0,4.42261641
Documentation,Medium,Mid,Other,High,1,3,0,2,6,9,True,2,False,4.33333333,1,0,2,0,0.5
Testing,Medium,Mid,Other,High,10,4,3,20,9,16,False,3,False,3.5,2,1,0,1,3.75665625
Bug Fix,High,Junior,JavaScript,Low,7,3,0,14,4,14,True,0,False,2.08333333,2,1,0,0,3.70360375
Documentation,Medium,Mid,JavaScript,Medium,7,4,1,14,9,17,False,2,True,5.625,0,1,2,1,2.6212725
Bug Fix,High,Senior,Python,Low,6,3,2,12,2,17,False,3,False,2.91666667,2,0,1,0,3.420802
Documentation,Medium,Junior,Go,High,2,2,2,4,5,18,True,1,False,3.625,1,0,1,0,1.01060663
Design Review,High,Senior,C++,High,10,2,1,20,4,11,False,3,False,3.625,1,0,1,0,4.05044719
Bug Fix,High,Mid,Python,High,7,3,3,14,9,11,False,0,False,4.16666667,1,1,0,1,2.79791625
Refactoring,High,Junior,Other,Low,4,3,2,8,10,13,False,2,False,2.91666667,2,0,1,0,2.38234425
Code Review,High,Tech Lead,JavaScript,Medium,12,2,3,24,10,9,False,2,False,1.5,2,0,0,0,6.32425
Refactoring,High,Mid,C++,Low,11,3,1,22,4,16,False,2,False,2.91666667,2,0,1,0,5.50789846
Deployment,High,Mid,C++,Critical,1,3,3,2,8,14,False,2,False,2.91666667,2,0,1,0,0.87324856
Bug Fix,High,Mid,JavaScript,Medium,6,4,0,12,8,9,False,3,False,5.0,0,2,1,1,2.39292
Client Meeting,High,Junior,C++,Medium,11,5,3,22,2,16,True,2,False,3.55,2,1,2,0,5.19899782
Feature Dev,Medium,Junior,C++,Medium,1,5,2,2,10,12,True,3,False,3.6,3,0,1,1,0.88872
Code Review,High,Tech Lead,C++,Low,2,2,2,4,6,14,True,1,False,4.5,0,1,1,0,1.29400425
Design Review,Medium,Senior,Python,High,6,3,2,12,6,10,False,1,False,2.66666667,1,2,0,0,2.436
Design Review,Low,Junior,Python,Low,2,3,0,4,7,14,False,1,True,2.66666667,1,2,0,0,0.95912667
Bug Fix,High,Junior,Java,Low,7,5,0,14,9,13,False,2,False,3.05,2,2,1,0,3.45756015
Client Meeting,Low,Tech Lead,Other,Low,11,2,2,22,9,18,False,1,False,3.25,0,2,0,0,4.49625
Testing,Low,Mid,Python,Low,8,3,0,16,1,10,True,2,False,2.66666667,1,2,0,0,3.43882
Feature Dev,Low,Junior,JavaScript,Low,4,3,0,8,6,14,False,2,False,2.08333333,2,1,0,0,1.79648333
Testing,Low,Junior,Go,Low,12,5,2,24,2,12,False,1,False,1.5,5,0,0,0,5.3218
Client Meeting,Medium,Tech Lead,Go,Critical,7,4,1,14,4,15,True,0,True,3.0,2,1,1,0,2.66881374
Deployment,Low,Tech Lead,Java,Low,5,2,3,10,2,13,True,3,True,2.375,1,1,0,0,3.17902922
Design Review,High,Senior,C++,Critical,1,3,0,2,10,14,False,1,False,4.16666667,1,1,0,1,0.5
Design Review,Medium,Tech Lead,Java,Low,7,5,2,14,2,11,True,3,False,3.1,3,1,0,1,3.52546425
Design Review,High,Mid,C++,Medium,5,2,2,10,2,17,False,3,False,3.625,1,0,1,0,2.58444375
Client Meeting,Low,Junior,Python,High,1,2,2,2,9,18,True,2,False,3.25,0,2,0,0,0.76190625
Testing,High,Junior,Python,Low,5,3,2,10,9,17,True,2,False,5.0,1,0,1,1,2.528988
Bug Fix,High,Senior,Java,Critical,2,5,1,4,8,12,False,1,False,2.55,2,3,0,0,0.96715125
Feature Dev,Medium,Junior,Java,Low,12,5,0,24,1,16,True,0,False,3.45,2,2,0,1,4.884957
Documentation,High,Mid,Other,Critical,3,2,0,6,6,11,True,2,True,3.625,1,0,1,0,1.38237886
Feature Dev,Medium,Junior,JavaScript,Critical,2,2,0,4,2,9,False,1,True,3.625,1,0,1,0,0.74993428
Client Meeting,Low,Mid,JavaScript,Critical,13,2,3,26,6,13,False,0,False,3.25,0,2,0,0,4.08796875
Design Review,Medium,Tech Lead,Python,High,12,5,2,24,4,18,False,2,False,3.4,1,3,1,0,4.303017
