task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Testing,Medium,Mid,Other,Medium,10,5,3,20,1,17,False,1,False,3.05,2,2,1,0,4.18179125
Documentation,High,Tech Lead,Other,Medium,12,4,3,24,2,11,True,3,True,3.5,2,1,0,1,6.36377569
Bug Fix,Low,Mid,Go,Critical,4,2,0,8,6,12,False,2,False,2.375,1,1,0,0,1.3678625
Testing,Medium,Mid,Go,High,4,4,0,8,10,14,True,1,False,3.9375,1,2,0,1,1.3783268
Testing,Medium,Junior,Java,Medium,13,5,0,26,3,17,False,0,True,3.9,1,2,2,0,4.866004
Code Review,High,Junior,JavaScript,High,2,2,3,4,4,13,True,1,True,2.375,1,1,0,0,1.49941378
Testing,Low,Senior,Go,Medium,11,4,0,22,2,13,False,0,False,2.8125,1,3,0,0,3.799125
Feature Dev,High,Mid,JavaScript,Medium,3,3,2,6,7,17,False,1,False,5.58333333,0,1,1,1,1.39196
Deployment,Medium,Senior,C++,Critical,9,3,2,18,2,10,False,0,False,3.5,1,1,1,0,2.97438375
Bug Fix,High,Junior,Other,Medium,6,3,0,12,9,14,False,3,True,3.5,1,1,1,0,3.0201435
Testing,High,Senior,C++,Medium,11,3,1,22,3,11,True,1,False,2.08333333,2,1,0,0,5.55226875
Design Review,Medium,Junior,JavaScript,High,1,5,0,2,5,14,True,2,False,2.55,2,3,0,0,0.5514075
Code Review,High,Mid,Other,High,9,3,1,18,7,18,True,3,False,3.58333333,2,0,0,1,3.79445259
Code Review,Medium,Senior,Go,High,1,2,2,2,8,17,True,1,False,4.5,0,1,1,0,0.641655
Deployment,High,Tech Lead,JavaScript,Low,11,3,2,22,3,15,False,2,False,3.5,1,1,1,0,5.487581
Refactoring,Medium,Tech Lead,Java,High,10,2,1,20,1,15,False,2,False,3.625,1,0,1,0,3.48899906
Bug Fix,Medium,Senior,Go,High,7,4,3,14,3,15,True,1,False,4.125,2,0,1,1,2.60303794
Deployment,Medium,Junior,Python,High,8,5,1,16,4,15,True,3,False,4.8,1,1,2,1,2.64005595
Documentation,Medium,Tech Lead,Java,High,1,4,2,2,2,17,False,0,True,5.0,0,2,1,1,0.541926
Documentation,High,Senior,Other,Critical,3,3,1,6,5,9,False,0,False,4.16666667,1,1,0,1,1.10163187
Client Meeting,Medium,Mid,C++,Medium,1,4,0,2,3,14,False,3,True,3.5,2,1,0,1,0.6766375
Design Review,High,Tech Lead,C++,Medium,11,4,2,22,9,18,False,1,True,3.4375,1,2,1,0,5.40708919
Bug Fix,High,Mid,Other,High,8,5,3,16,6,18,True,2,False,3.05,2,2,1,0,3.76071704
Testing,High,Mid,Python,Medium,9,5,2,18,7,9,True,2,False,3.55,2,1,2,0,4.2247548
Testing,Low,Senior,Go,Critical,12,2,1,24,8,12,False,0,False,1.5,2,0,0,0,3.8944875
Feature Dev,Medium,Tech Lead,C++,High,11,2,2,22,6,14,False,3,False,3.625,1,0,1,0,4.01034375
Refactoring,Medium,Tech Lead,Python,High,7,5,0,14,4,15,False,2,False,3.1,3,1,0,1,2.423925
Feature Dev,Medium,Tech Lead,Java,High,10,3,3,20,2,14,True,2,False,5.0,1,0,1,1,3.4363035
Bug Fix,High,Junior,JavaScript,High,2,3,2,4,5,15,False,1,False,3.5,1,1,1,0,1.065933
Feature Dev,High,Senior,Other,Low,1,3,2,2,1,10,False,1,True,2.08333333,2,1,0,0,1.03626417
Design Review,High,Junior,Python,Low,8,3,2,16,7,9,False,0,False,5.58333333,0,1,1,1,3.423596
Feature Dev,Medium,Senior,C++,High,8,4,2,16,5,13,False,3,False,4.5625,1,1,1,1,2.7432675
Code Review,Low,Senior,JavaScript,Medium,12,2,3,24,9,18,True,2,False,1.5,2,0,0,0,5.3489625
Deployment,Medium,Senior,JavaScript,Low,5,2,1,10,3,11,False,1,False,3.625,1,0,1,0,2.20568906
Bug Fix,High,Junior,Go,High,11,3,0,22,4,16,True,1,True,4.33333333,1,0,2,0,4.45375854
Bug Fix,Medium,Senior,Other,Low,13,5,0,26,9,13,False,0,False,2.35,4,0,1,0,5.451303
Refactoring,Medium,Junior,Other,Critical,11,3,3,22,6,11,False,1,False,2.08333333,2,1,0,0,4.18996875
Deployment,Medium,Tech Lead,C++,Critical,12,3,3,24,6,13,False,3,False,5.0,1,0,1,1,3.689085
Testing,High,Senior,C++,Medium,10,2,3,20,9,13,False,3,False,2.375,1,1,0,0,5.2496875
Testing,High,Junior,C++,Critical,11,4,3,22,8,17,False,1,False,3.0,2,1,1,0,4.39417275
Code Review,High,Mid,C++,Medium,11,3,0,22,10,10,False,1,False,4.33333333,1,0,2,0,4.28452
Feature Dev,High,Tech Lead,Go,Medium,13,3,3,26,10,16,False,3,False,5.58333333,0,1,1,1,5.26286
Deployment,Medium,Mid,C++,Medium,4,4,1,8,8,12,True,3,False,3.0625,3,0,0,1,1.93624102
Testing,Low,Senior,Other,Critical,5,4,1,10,9,14,True,2,True,2.375,2,2,0,0,2.0711857
Code Review,High,Senior,C++,High,6,5,3,12,10,17,False,2,False,2.55,2,3,0,0,2.9846025
Code Review,High,Senior,Other,High,9,4,0,18,1,15,False,2,False,3.625,2,0,2,0,3.37331925
Documentation,Medium,Senior,Other,Critical,12,2,1,24,7,15,True,2,False,1.5,2,0,0,0,4.71128438
Refactoring,Low,Junior,C++,Medium,7,4,1,14,7,10,True,1,True,2.375,2,2,0,0,3.13936219
Feature Dev,Low,Tech Lead,Java,Critical,13,5,2,26,8,17,False,0,False,1.85,4,1,0,0,4.2647475
Feature Dev,Low,Junior,Java,Critical,3,3,0,6,3,10,False,3,False,2.66666667,1,2,0,0,1.1339
Bug Fix,Low,Senior,Other,Medium,3,5,0,6,8,14,True,3,False,2.55,2,3,0,0,1.4091525
Testing,Medium,Tech Lead,Other,Critical,2,4,0,4,2,18,True,0,True,5.0,0,2,1,1,0.6141828
Feature Dev,High,Mid,Java,Low,3,4,2,6,9,12,True,3,False,4.125,2,0,1,1,1.88040353
Code Review,Medium,Mid,Go,Low,5,5,2,10,5,11,True,0,False,3.6,3,0,1,1,2.2484616
Bug Fix,High,Tech Lead,JavaScript,Critical,4,2,0,8,7,13,False,0,False,5.75,0,0,2,0,1.249636
Feature Dev,Medium,Mid,C++,Critical,3,4,1,6,2,16,False,0,False,5.1875,1,0,2,1,0.86808375
Client Meeting,High,Senior,C++,Low,13,4,0,26,10,14,False,0,False,5.625,0,1,2,1,4.976257
Design Review,Medium,Junior,C++,Medium,2,2,3,4,6,17,False,2,False,4.5,0,1,1,0,1.2306875
Deployment,Low,Tech Lead,Go,Critical,6,5,0,12,8,12,False,1,True,1.5,5,0,0,0,2.1659275
Client Meeting,Medium,Junior,Other,Medium,7,5,1,14,5,12,False,3,False,4.25,0,3,2,0,2.7113125
Bug Fix,High,Junior,Java,Critical,11,5,0,22,6,17,False,3,False,3.05,2,2,1,0,4.1873057
Documentation,Medium,Mid,JavaScript,Medium,9,3,2,18,3,16,True,0,True,2.08333333,2,1,0,0,4.48573125
Design Review,Low,Junior,Other,Critical,13,3,3,26,10,15,False,2,False,1.5,3,0,0,0,4.6437625
Deployment,Medium,Senior,Python,Medium,4,2,0,8,6,10,False,2,False,4.5,0,1,1,0,1.52775
Documentation,High,Mid,Go,High,5,4,1,10,4,18,True,3,False,3.5,2,1,0,1,2.28365156
Code Review,Medium,Junior,Python,High,1,3,1,2,8,12,True,0,False,2.08333333,2,1,0,0,0.51758438
Bug Fix,Medium,Mid,C++,Medium,6,2,0,12,10,12,True,3,False,3.625,1,0,1,0,2.52651656
Feature Dev,Medium,Junior,JavaScript,Critical,6,3,2,12,7,16,False,1,False,2.08333333,2,1,0,0,2.37008333
Design Review,Medium,Mid,JavaScript,Critical,11,5,3,22,10,9,False,0,False,2.2,3,2,0,0,4.081275
Client Meeting,Medium,Tech Lead,Python,Critical,12,5,1,24,9,9,False,1,False,1.85,4,1,0,0,4.32469375
Documentation,High,Junior,JavaScript,High,6,4,2,12,6,13,True,1,False,4.5625,1,1,1,1,2.39530568
Code Review,High,Tech Lead,Other,Critical,7,4,1,14,2,12,True,2,False,3.5,2,1,0,1,2.79989522
Client Meeting,Medium,Senior,JavaScript,Low,3,3,3,6,6,14,False,2,True,4.75,0,2,0,1,1.83417094
Refactoring,Low,Junior,Java,Critical,1,2,1,2,3,14,True,1,False,1.5,2,0,0,0,0.55803563
Refactoring,High,Junior,C++,Low,1,3,3,2,8,10,False,1,False,4.91666667,0,1,2,0,0.89204042
Deployment,Medium,Mid,JavaScript,Low,7,4,0,14,5,9,True,3,True,4.0625,1,1,2,0,3.32044381
Refactoring,High,Tech Lead,JavaScript,Low,13,4,3,26,7,18,False,0,False,3.625,2,0,2,0,6.10841963
Deployment,Low,Mid,Java,Low,13,4,1,26,1,14,False,0,False,3.0625,3,0,0,1,4.77920953
Documentation,High,Senior,Python,High,8,2,3,16,2,13,False,1,True,2.375,1,1,0,0,4.10918063
Feature Dev,Medium,Junior,JavaScript,Medium,1,4,3,2,5,9,False,3,False,3.9375,1,2,0,1,0.98666406
Client Meeting,Medium,Junior,Python,High,6,2,0,12,4,13,True,2,False,2.375,1,1,0,0,2.41093125
Deployment,High,Junior,Java,Critical,7,4,0,14,7,16,False,2,False,3.625,2,0,2,0,2.51055788
Feature Dev,High,Senior,Python,High,1,3,2,2,4,12,True,2,True,2.08333333,2,1,0,0,0.993762
Testing,Medium,Senior,Python,Critical,13,3,0,26,8,10,True,0,False,4.16666667,1,1,0,1,3.93131375
Bug Fix,Low,Junior,Go,Medium,4,2,0,8,10,12,True,2,False,1.5,2,0,0,0,1.76505
Documentation,High,Junior,C++,High,1,3,1,2,1,15,False,1,True,2.91666667,2,0,1,0,0.65056324
Feature Dev,Medium,Senior,Python,Medium,4,4,2,8,10,16,False,3,True,4.125,2,0,1,1,1.989845
Code Review,High,Junior,Python,Critical,1,5,0,2,10,14,True,3,False,3.8,1,3,0,1,0.58639035
Testing,Medium,Mid,Python,Medium,4,2,3,8,1,15,True,3,True,2.375,1,1,0,0,2.66335781
Refactoring,Medium,Junior,Java,Medium,5,2,2,10,6,12,False,0,True,1.5,2,0,0,0,2.59325
Testing,Medium,Junior,Python,Medium,11,5,3,22,2,10,True,0,False,3.55,2,1,2,0,4.41596138
Design Review,High,Junior,JavaScript,Low,3,2,1,6,2,16,False,1,False,1.5,2,0,0,0,1.837825
Feature Dev,Low,Tech Lead,Other,Medium,5,5,0,10,3,18,False,1,False,2.2,3,2,0,0,1.881
Deployment,Medium,Mid,C++,Critical,9,2,3,18,10,11,False,0,False,1.5,2,0,0,0,3.5285625
Bug Fix,High,Mid,Go,Low,13,4,2,26,6,13,True,3,False,2.375,2,2,0,0,7.45740188
Feature Dev,High,Tech Lead,Other,Critical,11,5,1,22,7,10,True,1,False,3.05,2,2,1,0,4.35565726
Feature Dev,Medium,Junior,Java,Low,5,3,1,10,10,15,False,1,False,2.08333333,2,1,0,0,2.4646875
Deployment,High,Senior,Python,Medium,6,3,3,12,2,11,False,0,False,3.5,1,1,1,0,2.8801725
Feature Dev,Low,Senior,Other,High,3,2,1,6,10,13,False,3,True,3.25,0,2,0,0,1.42003125
Testing,High,Junior,Go,Low,7,5,3,14,9,14,True,1,False,4.3,1,2,1,1,3.54531177
Testing,High,Junior,C++,Critical,1,4,0,2,2,15,False,0,False,3.0,2,1,1,0,0.5
Feature Dev,High,Tech Lead,C++,Medium,8,4,3,16,8,13,True,0,True,3.9375,1,2,0,1,4.09263963
Design Review,Low,Mid,JavaScript,High,1,2,3,2,7,15,False,1,False,2.375,1,1,0,0,0.80364375
Testing,Medium,Tech Lead,Python,Critical,12,4,0,24,9,13,False,2,False,4.5625,1,1,1,1,3.40903125
Documentation,Medium,Tech Lead,JavaScript,High,10,2,2,20,8,13,False,2,False,4.5,0,1,1,0,3.4374375
Testing,High,Mid,Python,Critical,11,3,0,22,3,17,True,2,False,3.58333333,2,0,0,1,4.10675322
Deployment,High,Junior,JavaScript,Low,12,2,0,24,9,10,False,1,False,4.5,0,1,1,0,5.2469725
Testing,Medium,Tech Lead,Java,Low,1,2,2,2,1,13,False,3,False,3.625,1,0,1,0,0.98030625
Testing,Medium,Mid,Java,Low,9,5,3,18,10,13,True,0,True,3.4,1,3,1,0,4.6417781
Client Meeting,High,Junior,Go,High,7,2,2,14,1,14,False,1,True,3.625,1,0,1,0,3.19383776
Code Review,High,Senior,Go,Low,9,4,2,18,8,9,False,0,False,3.625,2,0,2,0,4.2179445
Testing,Medium,Junior,C++,Critical,5,5,3,10,3,18,False,1,True,3.55,2,1,2,0,2.06750239
Documentation,Low,Junior,Java,Critical,5,4,1,10,1,14,False,0,True,1.9375,3,1,0,0,1.82894766
Design Review,High,Mid,Go,Medium,7,5,3,14,6,13,True,3,False,4.8,1,1,2,1,3.1905699
Testing,Low,Tech Lead,Other,High,11,4,1,22,3,18,True,1,False,3.5,2,1,0,1,3.49606294
Refactoring,High,Junior,Other,High,13,5,1,26,4,18,False,2,False,3.4,1,3,1,0,5.1392637
Client Meeting,Medium,Junior,C++,Low,3,5,2,6,6,16,True,2,False,3.95,2,1,1,1,1.63029405
Deployment,Medium,Senior,JavaScript,Low,7,4,3,14,6,14,True,0,True,2.375,2,2,0,0,4.05170391
Testing,Medium,Tech Lead,Other,Medium,2,3,0,4,10,15,False,0,False,3.5,1,1,1,0,0.7178
Design Review,Low,Mid,C++,High,6,2,2,12,5,13,True,2,False,2.375,1,1,0,0,2.46656813
Testing,Medium,Senior,Other,Critical,13,4,3,26,5,18,False,3,False,3.5,2,1,0,1,4.44427812
Documentation,High,Junior,Go,High,4,4,2,8,7,14,False,1,False,3.0,2,1,1,0,1.857744
Testing,Low,Mid,C++,Low,11,2,0,22,8,17,True,3,False,2.375,1,1,0,0,4.82804438
Design Review,High,Mid,Python,Medium,4,3,3,8,7,12,True,1,False,3.58333333,2,0,0,1,2.19528969
Bug Fix,Medium,Senior,Python,High,6,3,2,12,6,13,False,0,False,2.66666667,1,2,0,0,2.349
Deployment,Medium,Mid,Python,Low,7,5,2,14,9,9,False,3,False,2.2,3,2,0,0,3.7026
Testing,Medium,Tech Lead,Python,Critical,2,3,3,4,10,17,False,3,True,5.0,1,0,1,1,1.1333135
Design Review,High,Tech Lead,Other,Critical,6,3,3,12,10,9,True,2,False,2.08333333,2,1,0,0,3.03074406
Code Review,Low,Senior,Go,Low,2,3,1,4,7,13,False,1,True,1.5,3,0,0,0,1.2030425
Bug Fix,High,Junior,Python,Medium,6,3,3,12,9,15,False,2,False,2.08333333,2,1,0,0,3.39579167
Refactoring,High,Tech Lead,C++,Critical,9,3,1,18,1,18,False,0,False,3.5,1,1,1,0,3.27182212
Deployment,High,Junior,JavaScript,Critical,3,5,2,6,5,11,False,1,True,2.9,1,4,0,0,1.5894065
Bug Fix,Medium,Mid,Python,Medium,7,5,0,14,7,16,False,2,False,3.9,1,2,2,0,2.5521
Documentation,Medium,Tech Lead,Python,Medium,5,2,0,10,3,10,False,1,False,3.25,0,2,0,0,1.96875
Deployment,Medium,Junior,JavaScript,Critical,2,3,0,4,7,12,True,2,False,4.75,0,2,0,1,0.73129219
Feature Dev,Low,Tech Lead,Java,High,7,2,3,14,8,12,True,3,True,2.375,1,1,0,0,3.33543066
Feature Dev,Medium,Senior,Python,High,1,3,3,2,2,10,False,3,False,1.5,3,0,0,0,1.060875
Testing,High,Mid,Java,Low,8,3,2,16,5,18,False,1,False,2.08333333,2,1,0,0,4.4693
Refactoring,Low,Senior,Python,Low,11,3,2,22,9,13,False,2,False,4.16666667,1,1,0,1,4.15579083
Client Meeting,Low,Junior,Other,Medium,10,3,3,20,6,13,False,0,False,1.5,3,0,0,0,4.15125
Deployment,Medium,Senior,Java,Medium,1,5,3,2,8,18,False,1,False,2.7,3,1,1,0,0.8892475
Design Review,Low,Senior,JavaScript,Low,13,3,2,26,10,13,False,1,False,1.5,3,0,0,0,5.7277
Testing,Low,Tech Lead,JavaScript,Medium,13,4,1,26,10,14,False,1,False,3.25,0,4,0,0,4.621875
Documentation,Low,Junior,Other,Low,2,5,0,4,6,10,False,1,False,2.55,2,3,0,0,0.877195
Refactoring,Medium,Mid,Other,Medium,13,4,1,26,2,13,False,1,True,3.4375,1,2,1,0,5.39718609
Feature Dev,High,Mid,Python,Low,7,2,0,14,3,11,False,0,True,1.5,2,0,0,0,3.993605
Design Review,High,Junior,Java,Critical,4,3,2,8,9,16,False,0,False,2.08333333,2,1,0,0,1.81142083
Deployment,Medium,Tech Lead,C++,Critical,2,4,2,4,10,15,False,1,True,4.5,0,2,2,0,0.922845
Feature Dev,Low,Tech Lead,C++,High,12,4,1,24,7,12,False,1,False,3.9375,1,2,0,1,3.52882547
Code Review,Medium,Tech Lead,C++,Critical,3,3,2,6,7,13,True,1,False,4.75,0,2,0,1,1.1700675
Deployment,Medium,Senior,JavaScript,High,2,4,2,4,4,18,True,0,False,3.5,2,1,0,1,0.91346062
Deployment,High,Senior,Python,Low,5,4,1,10,8,10,True,1,False,4.0625,1,1,2,0,2.48302983
Testing,Low,Junior,Java,Critical,12,3,0,24,8,13,False,2,True,1.5,3,0,0,0,4.331855
Code Review,Medium,Tech Lead,Go,Critical,13,5,3,26,2,9,False,1,True,2.55,2,3,0,0,5.22840313
Bug Fix,Medium,Tech Lead,JavaScript,Medium,1,5,1,2,9,18,False,2,False,4.3,1,2,1,1,0.61065
Client Meeting,Medium,Mid,JavaScript,High,3,3,0,6,5,16,False,3,True,2.08333333,2,1,0,0,1.4788125
Documentation,Low,Tech Lead,Java,High,7,5,1,14,8,10,False,1,False,1.85,4,1,0,0,2.5116975
Client Meeting,High,Mid,Go,Low,10,5,2,20,2,12,False,3,False,3.4,1,3,1,0,5.160012
Deployment,Medium,Mid,Python,Low,11,3,3,22,8,17,False,1,False,4.08333333,0,2,1,0,4.73147813
Code Review,Medium,Senior,Python,Low,2,2,3,4,8,17,False,3,False,2.375,1,1,0,0,1.67303125
Design Review,High,Senior,JavaScript,Critical,12,4,1,24,9,18,False,1,False,2.375,2,2,0,0,4.81254063
Client Meeting,High,Junior,JavaScript,High,13,4,1,26,7,9,True,0,False,3.0,2,1,1,0,5.33811128
Code Review,Medium,Senior,Go,High,3,5,3,6,1,10,False,0,True,3.95,2,1,1,1,1.35629505
Documentation,Low,Tech Lead,C++,Low,6,5,3,12,3,11,True,3,False,3.1,3,1,0,1,3.01738264
Testing,Low,Mid,C++,Low,11,3,0,22,8,18,True,0,True,4.16666667,1,1,0,1,4.26182872
Testing,High,Junior,Java,High,1,4,3,2,4,14,False,3,True,4.125,2,0,1,1,0.98497328
Testing,High,Tech Lead,JavaScript,Low,12,4,3,24,10,13,False,3,True,4.5625,1,1,1,1,6.08548174
Client Meeting,Low,Tech Lead,Python,Critical,1,4,2,2,1,9,False,1,False,2.8125,1,3,0,0,0.61975625
Bug Fix,Low,Tech Lead,Java,Medium,12,5,3,24,10,15,True,3,False,2.55,2,3,0,0,5.17710375
Bug Fix,High,Junior,Python,High,4,2,1,8,1,10,False,0,True,2.375,1,1,0,0,1.93316062
Documentation,Medium,Senior,Java,High,6,5,0,12,1,17,False,0,False,2.2,3,2,0,0,2.1384
Bug Fix,Medium,Mid,JavaScript,High,4,2,0,8,10,9,False,0,False,2.375,1,1,0,0,1.413
Documentation,Medium,Tech Lead,JavaScript,Critical,9,2,0,18,1,12,False,2,False,1.5,2,0,0,0,3.31075
Code Review,Medium,Senior,Other,High,7,4,0,14,5,15,False,2,False,4.5625,1,1,1,1,2.1657375
Testing,High,Mid,Python,High,13,2,1,26,6,9,False,2,False,1.5,2,0,0,0,5.839425
Bug Fix,High,Junior,Go,Critical,8,2,2,16,9,9,True,0,False,1.5,2,0,0,0,3.64095375
Code Review,Medium,Senior,Java,Medium,4,4,2,8,10,16,True,1,False,1.9375,3,1,0,0,2.1065625
Deployment,Medium,Mid,Python,Critical,13,5,2,26,7,13,False,2,False,3.55,2,1,2,0,4.20134175
Design Review,Medium,Tech Lead,Java,Medium,2,2,0,4,9,16,True,1,True,2.375,1,1,0,0,1.02000938
Design Review,High,Mid,C++,Low,6,3,0,12,8,12,False,1,False,2.66666667,1,2,0,0,3.04113333
Refactoring,Medium,Junior,C++,Low,8,4,2,16,2,11,True,3,True,3.5,2,1,0,1,4.24251713
Refactoring,Medium,Junior,JavaScript,Critical,10,4,2,20,1,17,True,3,False,5.1875,1,0,2,1,3.10581075
Code Review,High,Mid,JavaScript,High,7,3,1,14,7,15,False,3,False,6.41666667,0,0,2,1,2.4987195
Documentation,Medium,Junior,Other,Critical,11,3,2,22,3,16,False,2,True,3.5,1,1,1,0,4.11075088
Design Review,Medium,Mid,Java,Critical,6,3,3,12,6,17,True,2,False,3.5,1,1,1,0,2.44242666
Refactoring,Medium,Junior,JavaScript,Low,7,2,2,14,7,9,False,1,False,4.5,0,1,1,0,2.9876
Refactoring,Medium,Junior,Python,Medium,4,4,0,8,10,11,False,2,True,1.5,4,0,0,0,2.0295
Code Review,Medium,Tech Lead,Other,High,13,4,2,26,6,10,True,3,False,3.0,2,1,1,0,5.0507415
Client Meeting,Medium,Mid,Java,Critical,9,3,2,18,5,11,True,2,True,3.5,1,1,1,0,3.61158827
Refactoring,Medium,Senior,C++,High,8,2,2,16,3,16,False,2,True,2.375,1,1,0,0,3.59431875
Bug Fix,High,Mid,Java,Medium,13,2,0,26,3,18,True,2,False,1.5,2,0,0,0,6.651225
Feature Dev,Medium,Senior,C++,Medium,3,3,3,6,2,16,True,0,True,2.66666667,1,2,0,0,1.842225
Feature Dev,Low,Tech Lead,Other,Low,4,2,2,8,8,15,True,3,False,2.375,1,1,0,0,2.31202125
Client Meeting,Medium,Junior,C++,Medium,10,4,0,20,9,10,False,0,False,3.9375,1,2,0,1,3.431875
Documentation,Medium,Senior,Java,Critical,2,3,2,4,8,9,False,2,False,4.91666667,0,1,2,0,0.88722292
Feature Dev,Low,Senior,Other,Critical,8,4,3,16,6,13,False,2,False,1.9375,3,1,0,0,3.00987656
Refactoring,Low,Junior,C++,Critical,10,3,0,20,6,13,False,2,False,4.16666667,1,1,0,1,2.73607917
Refactoring,Medium,Junior,JavaScript,High,6,3,1,12,8,16,False,3,True,6.41666667,0,0,2,1,2.13446475
Deployment,High,Tech Lead,Other,High,9,4,0,18,4,14,True,2,False,3.9375,1,2,0,1,3.51878723
Design Review,Medium,Tech Lead,Go,High,11,5,3,22,4,11,True,2,False,3.8,1,3,0,1,4.12561013
Bug Fix,Medium,Senior,C++,Critical,5,5,1,10,5,12,False,1,True,4.3,1,2,1,1,1.71287325
Design Review,High,Junior,Go,High,8,5,1,16,1,9,True,2,True,3.05,2,2,1,0,3.8501752
Client Meeting,Low,Junior,C++,Low,11,5,3,22,2,10,False,2,False,3.1,3,1,0,1,4.55249025
Documentation,Medium,Senior,JavaScript,Medium,9,4,0,18,9,18,False,1,False,3.9375,1,2,0,1,3.17448438
Refactoring,High,Mid,C++,Low,13,5,0,26,1,18,False,0,False,3.45,2,2,0,1,5.79604025
Feature Dev,Low,Senior,Other,Low,13,3,2,26,8,12,True,3,False,3.58333333,2,0,0,1,5.3348295
Testing,High,Junior,Python,High,10,4,2,20,7,18,False,2,False,4.125,2,0,1,1,3.7741275
Client Meeting,Medium,Tech Lead,C++,Low,11,4,0,22,1,15,False,0,False,3.0,2,1,1,0,4.46006
Deployment,Medium,Tech Lead,JavaScript,Critical,10,5,1,20,7,12,False,3,False,3.05,2,2,1,0,3.47640119
Feature Dev,Medium,Tech Lead,Other,High,3,3,3,6,2,9,False,1,True,2.91666667,2,0,1,0,1.60350094
Code Review,Medium,Mid,C++,Low,8,2,3,16,5,11,False,1,False,5.75,0,0,2,0,3.295875
Code Review,Medium,Tech Lead,Python,Critical,5,3,3,10,7,10,True,1,False,4.91666667,0,1,2,0,1.82733797
Feature Dev,High,Tech Lead,Python,High,13,5,3,26,1,9,True,2,True,3.45,2,2,0,1,6.07261217
Refactoring,Medium,Senior,C++,Medium,7,3,0,14,4,11,False,2,False,1.5,3,0,0,0,3.075
Feature Dev,Medium,Mid,Python,Medium,13,3,0,26,6,10,True,2,False,3.5,1,1,1,0,5.0874075
Feature Dev,Medium,Tech Lead,Go,High,4,5,2,8,10,17,True,2,False,4.8,1,1,2,1,1.5189363
Client Meeting,High,Tech Lead,Other,High,11,4,2,22,2,14,True,3,False,3.0,2,1,1,0,4.92882705
Refactoring,Low,Junior,JavaScript,Medium,7,4,1,14,7,9,True,2,False,2.375,2,2,0,0,2.95699688
Client Meeting,High,Tech Lead,Python,High,9,4,1,18,4,14,False,1,True,3.5,2,1,0,1,3.81913538
Feature Dev,Medium,Mid,Other,Low,4,3,0,8,10,13,True,0,True,4.08333333,0,2,1,0,1.7664185
Testing,Medium,Junior,Java,High,11,4,3,22,9,16,True,1,True,2.5625,3,0,1,0,4.8507829
Feature Dev,Low,Tech Lead,C++,Critical,5,4,3,10,7,13,False,1,False,1.5,4,0,0,0,2.0474375
Client Meeting,High,Tech Lead,C++,Low,5,2,1,10,10,14,True,3,False,4.5,0,1,1,0,2.69584219
Client Meeting,Low,Tech Lead,C++,High,10,3,3,20,2,16,False,0,False,1.5,3,0,0,0,3.736125
Code Review,Medium,Mid,Go,Critical,7,5,1,14,8,10,False,1,False,4.65,0,3,1,1,2.06907425
Bug Fix,High,Senior,JavaScript,High,1,4,2,2,1,12,True,3,False,3.0,2,1,1,0,0.92306655
Feature Dev,Medium,Tech Lead,Python,High,2,3,1,4,8,17,False,0,True,1.5,3,0,0,0,0.9640125
Bug Fix,Medium,Tech Lead,JavaScript,Low,11,3,1,22,8,12,True,1,False,2.66666667,1,2,0,0,5.191725
Code Review,Medium,Mid,Other,High,7,4,1,14,2,18,True,2,False,3.9375,1,2,0,1,2.55395848
Design Review,Medium,Junior,Other,Critical,11,4,1,22,8,9,True,2,False,3.0,2,1,1,0,3.90658406
Deployment,Medium,Mid,JavaScript,Critical,6,5,2,12,1,15,False,0,True,3.45,2,2,0,1,2.22440006
Deployment,High,Junior,Python,Low,6,3,0,12,8,13,False,3,True,2.08333333,2,1,0,0,3.6871725
Deployment,Medium,Senior,Python,Critical,4,3,3,8,4,14,False,2,False,3.58333333,2,0,0,1,1.67303906
Refactoring,High,Junior,Go,Low,9,3,0,18,6,15,True,0,False,2.08333333,2,1,0,0,4.76177625
Documentation,Medium,Tech Lead,Other,Medium,4,3,0,8,3,16,False,2,True,4.33333333,1,0,2,0,1.64406
Refactoring,Medium,Mid,Other,Low,4,3,3,8,8,11,False,0,False,2.66666667,1,2,0,0,2.17983333
Testing,High,Junior,Python,Critical,4,4,2,8,7,9,False,0,False,4.125,2,0,1,1,1.49567275
Refactoring,High,Senior,Python,Low,13,4,2,26,1,10,False,1,False,3.0,2,1,1,0,6.467087
Refactoring,High,Mid,Java,Low,10,5,3,20,4,12,False,2,False,3.05,2,2,1,0,5.30765813
Code Review,Low,Senior,JavaScript,High,3,2,2,6,2,9,True,0,False,2.375,1,1,0,0,1.27964813
Refactoring,Low,Mid,Go,High,3,5,2,6,6,10,False,0,False,1.85,4,1,0,0,1.251315
Deployment,Medium,Mid,Python,Critical,6,2,1,12,8,13,False,3,False,3.625,1,0,1,0,2.15890172
Refactoring,High,Mid,Java,Medium,12,5,2,24,2,14,False,2,False,3.55,2,1,2,0,5.220243
Bug Fix,High,Tech Lead,Python,Medium,12,5,1,24,3,12,False,2,False,3.95,2,1,1,1,4.873861
Design Review,Medium,Senior,C++,Medium,1,3,0,2,8,9,False,3,True,3.58333333,2,0,0,1,0.67358958
