task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Feature Dev,Low,Junior,Go,High,12,2,1,24,8,15,False,3,False,3.25,0,2,0,0,4.0246875
Testing,Medium,Junior,Go,Low,12,3,3,24,9,18,False,0,True,2.08333333,2,1,0,0,6.32603125
Testing,High,Mid,Java,Critical,2,4,1,4,4,12,True,3,False,4.0625,1,1,2,0,1.0308336
Bug Fix,Medium,Senior,JavaScript,High,8,3,1,16,5,16,True,1,False,2.66666667,1,2,0,0,3.151575
Deployment,High,Junior,Go,Critical,10,4,3,20,9,15,False,2,False,2.375,2,2,0,0,4.37882812
Feature Dev,Medium,Senior,Other,Medium,6,5,3,12,8,11,True,0,False,2.2,3,2,0,0,2.962575
Testing,High,Mid,JavaScript,Critical,10,3,1,20,4,12,True,2,False,4.08333333,0,2,1,0,3.8389493
Deployment,Medium,Junior,Python,Medium,2,2,3,4,10,16,False,2,False,4.5,0,1,1,0,1.2306875
Client Meeting,Medium,Tech Lead,C++,Low,5,5,1,10,8,18,False,3,False,3.1,3,1,0,1,2.41943625
Documentation,High,Mid,JavaScript,High,13,4,1,26,7,9,False,2,False,3.0,2,1,1,0,5.2497855
Code Review,High,Junior,JavaScript,Critical,4,3,3,8,4,9,True,1,True,3.5,1,1,1,0,2.1052917
Client Meeting,Medium,Senior,Go,Medium,13,4,3,26,8,13,True,1,False,2.375,2,2,0,0,5.92429688
Bug Fix,Medium,Junior,Java,Medium,7,5,2,14,9,18,False,2,False,2.2,3,2,0,0,3.267
Bug Fix,Low,Senior,Other,Low,13,2,3,26,4,15,False,3,False,3.25,0,2,0,0,5.5996875
Refactoring,Low,Mid,Java,Critical,7,5,1,14,1,17,False,2,False,2.75,4,0,0,1,2.23061781
Code Review,Medium,Senior,Java,High,13,4,2,26,1,13,False,1,False,3.0625,3,0,0,1,4.5336375
Feature Dev,Medium,Mid,JavaScript,Low,10,4,3,20,5,14,False,2,False,3.625,2,0,2,0,4.41744188
Documentation,Medium,Tech Lead,Go,Low,10,4,1,20,8,11,True,2,False,3.875,0,3,1,0,4.41662977
Design Review,Medium,Senior,Java,Critical,9,3,2,18,8,14,True,1,False,3.58333333,2,0,0,1,3.12300625
Code Review,High,Senior,Java,Medium,13,2,0,26,6,16,True,0,False,3.25,0,2,0,0,5.8865625
Code Review,High,Senior,JavaScript,Critical,9,4,1,18,10,12,True,3,True,3.625,2,0,2,0,3.89169504
Bug Fix,Medium,Senior,Go,High,6,5,1,12,7,14,True,3,False,3.2,3,0,2,0,2.3797557
Documentation,Medium,Tech Lead,JavaScript,High,9,3,1,18,9,11,False,3,False,4.33333333,1,0,2,0,3.026565
Bug Fix,High,Tech Lead,Other,Low,4,5,1,8,10,13,False,2,False,3.8,1,3,0,1,2.0825805
Testing,High,Junior,Python,Low,7,4,0,14,2,15,True,1,False,4.0625,1,1,2,0,3.23280746
Deployment,Medium,Mid,Java,Critical,5,4,0,10,8,13,True,2,False,3.0,2,1,1,0,1.80936525
Feature Dev,Medium,Senior,Java,High,8,3,2,16,5,15,False,0,False,2.08333333,2,1,0,0,3.136875
Deployment,High,Tech Lead,Java,High,12,2,1,24,3,10,True,2,False,1.5,2,0,0,0,5.68582875
Client Meeting,Medium,Tech Lead,Go,High,4,4,2,8,9,12,True,3,False,3.0,2,1,1,0,1.9157985
Deployment,Medium,Junior,C++,Medium,10,4,0,20,3,9,False,3,True,4.125,2,0,1,1,3.8892425
Design Review,Medium,Mid,C++,Critical,4,3,3,8,6,16,True,0,False,4.16666667,1,1,0,1,1.54984484
Feature Dev,High,Mid,Python,High,13,5,3,26,7,12,False,3,False,3.05,2,2,1,0,5.56683728
Testing,High,Junior,Java,Low,11,2,3,22,4,10,True,2,False,1.5,2,0,0,0,6.75992625
Code Review,High,Senior,JavaScript,Critical,5,5,0,10,10,14,True,2,True,2.55,2,3,0,0,2.38687969
Code Review,High,Junior,C++,Low,8,4,3,16,2,14,False,3,False,3.5,2,1,0,1,4.28214875
Design Review,Medium,Junior,Java,Medium,3,5,3,6,5,10,True,2,False,4.3,1,2,1,1,1.5815835
Testing,High,Junior,Go,High,2,4,2,4,6,15,False,1,False,4.0625,1,1,2,0,1.00155825
Code Review,Medium,Mid,Java,Critical,6,5,0,12,6,14,False,2,False,3.9,1,2,2,0,1.880047
Testing,Medium,Tech Lead,C++,Low,9,2,1,18,4,14,False,3,True,2.375,1,1,0,0,4.80861563
Documentation,High,Senior,Other,Critical,8,5,2,16,2,13,False,3,False,3.25,0,5,0,0,3.410625
Testing,Medium,Senior,Other,Critical,3,3,1,6,7,10,True,0,False,2.91666667,2,0,1,0,1.11516202
Deployment,Low,Mid,Other,Critical,8,2,2,16,2,10,True,2,False,1.5,2,0,0,0,3.09206625
Client Meeting,High,Senior,C++,Medium,2,3,0,4,10,16,True,1,False,2.08333333,2,1,0,0,1.0665375
Code Review,Low,Senior,C++,High,5,2,1,10,9,10,True,3,False,1.5,2,0,0,0,2.17940625
Client Meeting,Low,Mid,Other,Medium,2,4,0,4,2,15,False,2,False,3.25,0,4,0,0,0.8625
Deployment,Medium,Mid,Python,Low,11,4,1,22,2,16,False,0,False,2.375,2,2,0,0,4.91115625
Refactoring,Medium,Tech Lead,JavaScript,Critical,6,5,2,12,9,17,False,2,False,2.7,3,1,1,0,2.30736325
Bug Fix,High,Tech Lead,JavaScript,High,5,2,3,10,8,17,True,2,False,3.25,0,2,0,0,2.61351563
Bug Fix,Medium,Senior,Python,High,2,5,1,4,6,16,True,3,False,3.05,2,2,1,0,1.08565734
Refactoring,High,Tech Lead,Java,Low,3,2,1,6,2,18,False,1,False,1.5,2,0,0,0,1.837825
Deployment,Low,Mid,Java,Low,5,4,1,10,7,18,False,3,True,1.9375,3,1,0,0,2.73100781
Design Review,Medium,Senior,Go,Low,7,4,2,14,8,12,False,0,False,4.0625,1,1,2,0,2.87484313
Refactoring,Medium,Tech Lead,JavaScript,Low,13,4,2,26,1,11,False,2,False,1.9375,3,1,0,0,6.28959375
Deployment,High,Senior,Python,Medium,11,2,3,22,2,17,True,3,False,1.5,2,0,0,0,6.2530125
Feature Dev,High,Tech Lead,Other,Medium,12,4,0,24,5,12,True,2,False,4.125,2,0,1,1,4.9384335
Code Review,Medium,Junior,Python,High,8,5,0,16,9,17,False,1,True,3.9,1,2,2,0,2.7792369
Bug Fix,High,Tech Lead,Other,Critical,13,3,2,26,8,9,True,0,False,4.16666667,1,1,0,1,4.74781737
Documentation,Low,Mid,Java,Medium,4,4,0,8,8,13,True,2,False,3.5,2,1,0,1,1.5132075
Design Review,High,Tech Lead,JavaScript,Medium,1,5,0,2,9,10,False,0,False,2.55,2,3,0,0,0.5
Feature Dev,High,Tech Lead,Python,Medium,3,3,2,6,5,17,False,0,True,2.08333333,2,1,0,0,1.8403
Documentation,Low,Senior,Java,High,4,2,2,8,6,9,True,0,False,2.375,1,1,0,0,1.61346938
Testing,Medium,Mid,Go,Medium,4,5,0,8,2,11,False,3,False,4.45,2,0,2,1,1.4838525
Bug Fix,High,Tech Lead,Other,High,3,4,3,6,9,18,False,0,False,4.5,0,2,2,0,1.3546575
Client Meeting,Medium,Junior,Java,High,2,3,3,4,4,17,False,0,False,4.33333333,1,0,2,0,0.934125
Bug Fix,Medium,Senior,Go,Low,12,5,2,24,9,18,False,0,False,4.3,1,2,1,1,4.567662
Client Meeting,High,Tech Lead,Python,High,9,3,2,18,10,10,False,1,False,2.66666667,1,2,0,0,3.9498
Code Review,Medium,Senior,Go,Low,11,3,1,22,7,16,True,1,False,1.5,3,0,0,0,5.50501875
Bug Fix,Medium,Junior,Java,Critical,11,4,1,22,2,17,True,0,False,3.625,2,0,2,0,3.50707317
Bug Fix,High,Tech Lead,Other,Critical,13,2,3,26,2,13,False,3,False,2.375,1,1,0,0,5.61324062
Refactoring,High,Senior,Other,High,12,3,0,24,8,14,True,3,False,4.33333333,1,0,2,0,4.5667503
Design Review,High,Senior,Other,Critical,8,3,0,16,3,15,True,3,False,3.5,1,1,1,0,3.18716659
Bug Fix,Medium,Senior,JavaScript,Medium,6,4,0,12,10,16,False,3,True,4.5625,1,1,1,1,2.38231125
Bug Fix,Medium,Mid,JavaScript,Critical,4,2,2,8,3,13,True,1,False,4.5,0,1,1,0,1.51501875
Bug Fix,High,Senior,C++,Critical,6,2,0,12,3,16,False,2,False,5.75,0,0,2,0,2.010284
Documentation,High,Junior,JavaScript,Medium,9,5,2,18,9,18,False,0,False,3.9,1,2,2,0,3.777108
Client Meeting,Low,Junior,Java,Critical,11,5,2,22,4,14,False,0,False,3.8,1,3,0,1,3.1303545
Bug Fix,High,Senior,Python,Medium,1,5,2,2,7,11,False,3,False,5.15,0,2,2,1,0.80189
Client Meeting,Medium,Tech Lead,Other,High,9,2,2,18,1,12,True,0,False,3.625,1,0,1,0,3.28447153
Deployment,Medium,Tech Lead,JavaScript,High,4,2,2,8,3,13,False,0,False,5.75,0,0,2,0,1.36629
Refactoring,Medium,Mid,Python,Critical,6,3,2,12,9,14,False,0,False,5.58333333,0,1,1,1,1.79469
Deployment,High,Junior,Python,Medium,8,2,1,16,9,15,False,1,False,2.375,1,1,0,0,3.8563125
Bug Fix,High,Mid,JavaScript,Low,7,4,2,14,1,16,False,1,True,3.4375,1,2,1,0,3.94341193
Testing,Low,Senior,Other,Critical,1,3,3,2,1,13,True,3,True,2.08333333,2,1,0,0,1.08520191
Bug Fix,High,Tech Lead,Go,Critical,2,2,3,4,4,14,False,2,True,3.625,1,0,1,0,1.30821869
Bug Fix,Medium,Senior,Other,High,8,3,0,16,1,18,True,2,False,2.66666667,1,2,0,0,3.1059
Documentation,Low,Senior,Other,Critical,1,2,2,2,6,9,True,3,False,3.25,0,2,0,0,0.80325
Documentation,Medium,Mid,JavaScript,Critical,13,4,2,26,8,12,False,3,False,3.9375,1,2,0,1,4.22978594
Code Review,High,Senior,Java,High,5,5,2,10,5,12,True,0,False,4.25,0,3,2,0,2.04975225
Code Review,Medium,Tech Lead,Go,Medium,3,3,1,6,3,10,True,1,False,2.91666667,2,0,1,0,1.40913719
Bug Fix,Medium,Junior,Other,Medium,12,3,2,24,5,14,False,1,False,4.16666667,1,1,0,1,4.40483333
Client Meeting,High,Junior,Other,Medium,12,5,1,24,4,14,True,3,False,4.3,1,2,1,1,5.1038127
Refactoring,High,Mid,Java,Low,10,2,3,20,3,12,False,1,False,1.5,2,0,0,0,5.806625
Bug Fix,High,Mid,C++,Medium,7,2,1,14,9,15,True,2,False,3.625,1,0,1,0,3.34061634
Client Meeting,Low,Mid,C++,High,9,5,0,18,4,16,True,3,False,1.85,4,1,0,0,3.37038975
Deployment,Medium,Mid,C++,Medium,2,4,3,4,4,15,False,2,False,4.5625,1,1,1,1,1.16308125
Design Review,Medium,Senior,Other,Low,5,5,2,10,8,10,True,3,False,3.6,3,0,1,1,2.5417392
Bug Fix,High,Tech Lead,C++,Low,3,5,1,6,9,10,True,3,False,3.05,2,2,1,0,1.94260287
Refactoring,High,Tech Lead,C++,Critical,3,5,2,6,5,15,True,1,False,4.3,1,2,1,1,1.29347883
Client Meeting,Medium,Senior,C++,Low,5,5,3,10,10,13,False,2,False,4.15,0,4,0,1,2.47155563
Testing,High,Senior,Other,Medium,4,3,0,8,1,13,False,3,False,5.0,1,0,1,1,1.67348
Bug Fix,Medium,Junior,Python,High,1,5,3,2,7,12,True,0,True,3.05,2,2,1,0,0.81207169
Testing,Medium,Junior,Java,Low,12,5,2,24,7,11,True,1,False,3.05,2,2,1,0,5.51996445
Feature Dev,High,Mid,JavaScript,High,13,4,0,26,8,18,False,1,False,2.8125,1,3,0,0,5.2497
Testing,Low,Tech Lead,C++,Low,7,4,2,14,1,13,False,3,False,1.9375,3,1,0,0,3.442725
Design Review,Medium,Mid,JavaScript,High,2,3,0,4,1,12,False,3,False,4.91666667,0,1,2,0,0.7948875
Documentation,High,Senior,Other,Low,11,3,2,22,7,15,True,2,False,2.08333333,2,1,0,0,6.3950425
Feature Dev,High,Tech Lead,Go,High,6,4,0,12,6,13,False,2,True,2.375,2,2,0,0,2.875455
Feature Dev,High,Tech Lead,Java,Critical,10,3,0,20,3,18,True,1,False,3.25,0,3,0,0,3.93257812
Testing,High,Junior,Go,Medium,10,2,1,20,10,14,False,3,False,1.5,2,0,0,0,5.17625
Code Review,Low,Tech Lead,Java,Medium,2,2,0,4,3,10,False,3,True,2.375,1,1,0,0,1.1009625
Refactoring,Medium,Junior,JavaScript,Low,5,5,3,10,4,9,False,2,False,1.5,5,0,0,0,2.987875
Design Review,High,Tech Lead,Other,Medium,12,2,0,24,3,9,True,3,False,2.375,1,1,0,0,5.99641875
Design Review,Medium,Tech Lead,Other,High,2,5,3,4,1,10,False,2,True,3.95,2,1,1,1,1.19189565
Testing,Medium,Junior,C++,Medium,7,5,0,14,10,9,False,1,False,1.85,4,1,0,0,2.92175
Bug Fix,Low,Junior,Go,Low,8,4,3,16,8,9,False,0,False,2.8125,1,3,0,0,3.51419063
Testing,Medium,Tech Lead,Go,Medium,3,2,3,6,3,15,True,2,False,3.625,1,0,1,0,1.73113172
Documentation,Medium,Junior,Other,Critical,10,3,3,20,6,14,True,3,False,1.5,3,0,0,0,4.34535938
Deployment,High,Junior,Go,Medium,4,4,1,8,4,14,False,0,False,4.125,2,0,1,1,1.6362775
Feature Dev,Medium,Junior,C++,High,6,4,1,12,4,15,False,2,True,2.8125,1,3,0,0,2.61189844
Bug Fix,Medium,Junior,Python,Critical,2,4,3,4,6,12,False,0,True,1.9375,3,1,0,0,1.17240234
Code Review,High,Junior,JavaScript,High,1,5,2,2,8,16,True,2,True,3.4,1,3,1,0,0.90022363
Refactoring,High,Mid,Python,Low,10,4,1,20,1,9,False,0,False,4.375,0,3,0,1,4.37430469
Refactoring,Medium,Mid,Java,Critical,1,3,2,2,4,9,False,1,False,4.16666667,1,1,0,1,0.57601667
Bug Fix,High,Junior,Go,Critical,2,2,1,4,10,17,True,2,False,4.5,0,1,1,0,0.96203691
Deployment,Medium,Junior,Java,Critical,7,4,0,14,2,18,True,1,False,5.0,0,2,1,1,2.0240115
Documentation,High,Junior,Go,Critical,10,5,2,20,5,11,False,2,False,2.55,2,3,0,0,4.2157875
Documentation,Low,Junior,Other,Low,6,3,3,12,5,14,False,0,False,3.58333333,2,0,0,1,2.51152688
Feature Dev,Low,Mid,Other,Medium,13,3,3,26,10,11,True,1,False,4.16666667,1,1,0,1,4.65175812
Design Review,Medium,Junior,JavaScript,Critical,3,3,0,6,9,11,True,3,False,2.08333333,2,1,0,0,1.33317188
Feature Dev,High,Senior,Other,Medium,11,5,2,22,9,18,False,1,False,2.55,2,3,0,0,5.30985
Design Review,High,Senior,Other,Low,1,4,3,2,4,9,False,2,False,3.4375,1,2,1,0,1.09924341
Design Review,High,Mid,Other,Medium,1,5,2,2,3,18,True,1,False,4.8,1,1,2,1,0.6911562
Code Review,High,Mid,Python,Critical,3,2,1,6,3,10,True,0,False,2.375,1,1,0,0,1.33992141
Design Review,Low,Tech Lead,C++,High,13,3,2,26,10,9,False,3,True,2.66666667,1,2,0,0,5.05296
Bug Fix,Medium,Mid,Java,Critical,4,3,2,8,2,11,False,3,False,4.16666667,1,1,0,1,1.58404583
Refactoring,Low,Senior,JavaScript,Medium,5,3,1,10,5,18,True,2,False,2.08333333,2,1,0,0,2.24809375
Refactoring,Medium,Senior,Go,High,2,3,2,4,1,12,False,3,True,1.5,3,0,0,0,1.42065
Code Review,Medium,Senior,Go,High,7,2,0,14,10,12,False,3,False,5.75,0,0,2,0,2.22921
Deployment,Low,Senior,C++,High,3,4,2,6,6,18,True,0,True,3.5,2,1,0,1,1.26057566
Testing,Medium,Junior,JavaScript,Medium,6,2,0,12,3,16,False,3,False,1.5,2,0,0,0,2.7675
Feature Dev,Low,Junior,Java,Low,5,2,3,10,3,11,True,3,True,1.5,2,0,0,0,3.32076938
Testing,Low,Senior,Go,Low,7,3,0,14,1,17,False,3,True,4.16666667,1,1,0,1,2.89041775
Bug Fix,Low,Junior,Go,Medium,8,2,2,16,9,17,False,0,False,3.25,0,2,0,0,2.98125
Code Review,Medium,Mid,Java,Critical,1,3,0,2,6,14,True,1,False,4.08333333,0,2,1,0,0.5
Bug Fix,High,Senior,Other,Low,5,5,1,10,10,14,False,2,True,3.05,2,2,1,0,2.94701399
Testing,High,Tech Lead,Java,Medium,13,2,3,26,7,15,False,0,False,3.25,0,2,0,0,6.028125
Code Review,Medium,Tech Lead,Python,High,3,3,0,6,8,17,False,3,False,2.08333333,2,1,0,0,1.344375
Design Review,Medium,Junior,Go,High,7,5,0,14,6,14,False,3,False,3.05,2,2,1,0,2.56421925
Client Meeting,Medium,Mid,Java,High,2,2,3,4,1,13,False,2,False,3.625,1,0,1,0,1.16299969
Design Review,Low,Junior,Java,Medium,8,5,2,16,8,12,True,2,False,2.75,4,0,0,1,3.24511688
Client Meeting,Low,Mid,Other,Low,8,2,3,16,10,15,True,0,True,2.375,1,1,0,0,4.15143816
Design Review,High,Tech Lead,C++,Medium,10,2,1,20,6,17,False,2,False,1.5,2,0,0,0,5.07375
Refactoring,Medium,Tech Lead,Go,Medium,5,4,0,10,6,14,False,3,False,4.0625,1,1,2,0,1.93904375
Testing,High,Junior,Python,High,5,4,3,10,8,13,False,2,False,2.8125,1,3,0,0,2.54714063
Testing,High,Senior,Python,Critical,3,5,3,6,2,14,True,0,False,3.45,2,2,0,1,1.43911943
Client Meeting,Medium,Senior,Python,Low,13,2,0,26,4,10,False,0,True,2.375,1,1,0,0,6.174025
Code Review,Low,Senior,Go,Low,7,3,0,14,8,13,False,2,False,4.75,0,2,0,1,2.45157
Refactoring,High,Mid,Other,Medium,2,2,2,4,8,17,True,3,True,2.375,1,1,0,0,1.7226825
Deployment,Medium,Mid,C++,Low,8,3,1,16,6,12,False,0,False,2.08333333,2,1,0,0,3.66964583
Documentation,Low,Mid,C++,Medium,11,3,2,22,2,10,False,2,True,3.25,0,3,0,0,4.599375
Feature Dev,Medium,Mid,Other,High,4,3,2,8,3,12,True,1,False,2.91666667,2,0,1,0,1.74927375
Deployment,High,Mid,Other,Critical,10,3,1,20,9,15,False,3,False,2.66666667,1,2,0,0,4.14941667
Code Review,Medium,Mid,Go,High,7,2,2,14,5,15,True,0,True,2.375,1,1,0,0,3.16202906
Code Review,Low,Tech Lead,Other,Critical,7,3,1,14,2,10,False,0,False,3.58333333,2,0,0,1,1.98533969
Design Review,Medium,Tech Lead,Other,Medium,13,3,2,26,3,11,True,1,False,2.91666667,2,0,1,0,5.442185
Testing,High,Senior,Other,Medium,6,5,2,12,5,15,False,3,False,4.8,1,1,2,1,2.571744
Deployment,Low,Mid,Go,Low,3,5,1,6,1,9,False,3,False,1.85,4,1,0,0,1.6956225
Bug Fix,Medium,Tech Lead,Go,Medium,5,3,0,10,5,16,False,2,True,3.58333333,2,0,0,1,2.11699583
Design Review,Low,Tech Lead,Java,Low,4,4,3,8,10,15,True,3,False,2.8125,1,3,0,0,2.42669109
Design Review,Medium,Mid,Go,High,12,5,0,24,3,18,False,2,True,3.75,0,4,1,0,4.38136875
Testing,Medium,Senior,Python,Critical,2,4,2,4,2,16,True,3,False,3.25,0,4,0,0,1.17140625
Documentation,High,Junior,Java,Low,6,4,1,12,1,14,True,2,False,4.0625,1,1,2,0,3.02832265
Design Review,Medium,Junior,Java,Low,10,4,3,20,4,12,False,1,False,2.5625,3,0,1,0,4.71830734
Deployment,Medium,Senior,Python,Medium,13,2,1,26,2,14,False,2,False,3.625,1,0,1,0,4.94609063
Bug Fix,Medium,Junior,Go,High,11,2,1,22,9,12,False,2,False,1.5,2,0,0,0,4.381875
Client Meeting,High,Mid,Go,Critical,4,2,2,8,5,16,False,1,False,2.375,1,1,0,0,1.8683
Testing,Medium,Senior,Python,Low,1,2,0,2,3,15,False,3,False,1.5,2,0,0,0,0.78925
Code Review,High,Junior,Go,Low,8,4,2,16,7,16,False,0,True,4.5,0,2,2,0,3.9609955
Bug Fix,Medium,Mid,Python,High,6,5,1,12,9,14,False,1,False,2.55,2,3,0,0,2.3194125
Deployment,Low,Senior,Other,Low,9,5,1,18,3,17,True,3,False,1.5,5,0,0,0,4.36849875
Code Review,High,Mid,Go,Critical,1,2,3,2,2,10,True,1,False,2.375,1,1,0,0,0.88452328
Client Meeting,Medium,Junior,Other,Critical,12,3,3,24,9,9,False,3,False,4.75,0,2,0,1,3.86540156
Design Review,Medium,Mid,Other,Medium,6,4,2,12,6,18,False,2,True,3.4375,1,2,1,0,2.87189719
Code Review,High,Tech Lead,JavaScript,High,3,3,2,6,8,15,False,1,False,4.08333333,0,2,1,0,1.39207125
Feature Dev,Medium,Mid,JavaScript,Low,13,3,3,26,8,14,False,3,False,4.91666667,0,1,2,0,5.25508958
Code Review,High,Senior,Python,High,2,5,2,4,4,12,False,2,False,3.45,2,2,0,1,1.12607775
Code Review,High,Junior,Python,High,4,2,1,8,10,11,True,1,False,1.5,2,0,0,0,2.02442625
Bug Fix,Medium,Junior,Python,High,4,2,2,8,4,18,True,2,False,3.625,1,0,1,0,1.76856159
Deployment,Medium,Senior,Java,High,11,2,1,22,9,9,False,3,False,2.375,1,1,0,0,4.28315625
Refactoring,Medium,Mid,C++,Critical,12,2,2,24,8,12,False,2,False,1.5,2,0,0,0,4.617625
Deployment,High,Junior,Go,Low,10,4,3,20,4,10,False,1,False,4.375,0,3,0,1,4.74266719
Testing,Medium,Tech Lead,JavaScript,High,13,3,3,26,1,13,False,3,True,2.08333333,2,1,0,0,5.86595625
Feature Dev,Medium,Mid,C++,Critical,9,4,3,18,6,15,True,3,False,3.4375,1,2,1,0,3.49522942
Documentation,High,Tech Lead,Java,Low,11,5,2,22,9,13,True,0,False,2.55,2,3,0,0,6.020553
Design Review,High,Tech Lead,Python,High,12,3,3,24,8,15,False,2,False,2.91666667,2,0,1,0,5.13953287
Client Meeting,High,Mid,Python,Medium,7,5,0,14,1,14,True,3,False,3.95,2,1,1,1,3.0687888
Testing,High,Junior,Python,Low,1,2,2,2,1,14,True,3,False,2.375,1,1,0,0,1.20134438
Feature Dev,High,Senior,Go,Medium,12,2,1,24,1,11,True,1,False,2.375,1,1,0,0,5.94490313
Code Review,High,Mid,Python,Low,4,5,1,8,8,11,False,2,True,3.05,2,2,1,0,2.43545684
Code Review,Low,Junior,C++,Critical,13,3,0,26,1,11,False,0,False,2.66666667,1,2,0,0,3.8454
Bug Fix,High,Tech Lead,C++,High,2,2,3,4,10,11,True,3,False,1.5,2,0,0,0,1.61760375
Deployment,High,Mid,Python,Medium,10,4,3,20,6,9,False,1,False,4.5625,1,1,1,1,4.13094375
Bug Fix,High,Mid,Java,Low,4,4,1,8,9,18,False,2,False,3.0,2,1,1,0,2.2198935
Client Meeting,High,Senior,C++,High,9,4,0,18,8,11,False,0,False,4.0625,1,1,2,0,3.14125088
Deployment,High,Senior,JavaScript,High,4,5,2,8,3,12,False,2,False,3.05,2,2,1,0,1.93557195
Refactoring,High,Senior,Java,Critical,1,5,1,2,7,10,False,1,False,3.05,2,2,1,0,0.55466176
Design Review,High,Tech Lead,JavaScript,Medium,5,2,3,10,6,14,False,3,False,4.5,0,1,1,0,2.5886875
Bug Fix,High,Tech Lead,Other,Low,9,4,1,18,2,12,False,3,False,2.375,2,2,0,0,4.95433125
Client Meeting,Medium,Tech Lead,Other,Critical,13,4,0,26,1,13,True,1,True,2.5625,3,0,1,0,4.9052249
Client Meeting,High,Senior,Java,Critical,2,4,1,4,4,11,True,2,False,2.8125,1,3,0,0,1.08742758
Bug Fix,High,Mid,Java,Medium,7,2,2,14,7,18,True,2,False,2.375,1,1,0,0,3.8327625
Client Meeting,Medium,Senior,Java,High,3,4,2,6,10,9,False,1,False,4.5,0,2,2,0,1.1844
Deployment,Medium,Junior,Python,High,10,5,0,20,7,15,True,0,False,3.55,2,1,2,0,3.277827
Refactoring,Medium,Junior,C++,Medium,3,5,0,6,1,18,False,2,False,3.8,1,3,0,1,1.2103
Design Review,High,Junior,Python,Low,2,3,2,4,2,13,False,1,False,5.58333333,0,1,1,1,1.135464
Documentation,Medium,Junior,C++,High,13,2,0,26,2,9,False,2,False,3.25,0,2,0,0,4.55625
Feature Dev,Low,Junior,C++,Low,8,2,2,16,2,10,False,3,False,3.25,0,2,0,0,3.58875
Bug Fix,Medium,Mid,C++,Medium,4,2,2,8,8,11,False,2,False,2.375,1,1,0,0,2.060625
Bug Fix,Low,Mid,JavaScript,High,3,2,3,6,8,9,False,3,True,1.5,2,0,0,0,1.8569925
Documentation,Low,Tech Lead,Other,High,10,2,3,20,5,17,True,3,False,3.25,0,2,0,0,3.85382812
Feature Dev,Medium,Mid,Python,Medium,1,4,2,2,5,14,False,0,False,4.0625,1,1,2,0,0.59014375
Feature Dev,Medium,Tech Lead,C++,Critical,11,2,1,22,6,16,True,3,False,3.625,1,0,1,0,3.85761649
Design Review,High,Senior,Python,Low,8,4,2,16,2,12,True,3,True,3.0,2,1,1,0,5.01087741
Bug Fix,Medium,Junior,Other,Medium,1,5,0,2,6,11,True,3,False,3.95,2,1,1,1,0.6102705
Documentation,High,Mid,Go,Medium,9,2,1,18,2,10,True,2,False,3.625,1,0,1,0,4.20150347
Code Review,High,Senior,Other,High,5,5,2,10,1,11,False,1,False,3.05,2,2,1,0,2.23335225
Documentation,Low,Senior,C++,Critical,2,3,3,4,5,15,False,1,False,3.25,0,3,0,0,1.01203125
Code Review,Medium,Mid,C++,Critical,1,5,0,2,7,15,False,0,False,1.85,4,1,0,0,0.5
Deployment,High,Senior,Other,High,9,4,2,18,9,13,True,2,False,2.375,2,2,0,0,4.302585
Design Review,Medium,Mid,Java,Medium,10,2,3,20,10,11,True,1,False,4.5,0,1,1,0,4.05490313
Deployment,Low,Senior,Other,Low,13,2,3,26,9,9,False,2,False,2.375,1,1,0,0,5.75306875
Testing,High,Tech Lead,Other,Medium,9,3,3,18,4,16,True,0,False,2.08333333,2,1,0,0,4.79941875
Bug Fix,Medium,Tech Lead,Java,Low,9,2,1,18,10,13,False,3,False,3.25,0,2,0,0,4.1765625
Code Review,Medium,Mid,Go,Medium,5,5,0,10,6,10,True,2,False,3.55,2,1,2,0,2.0031165
Refactoring,High,Junior,Java,High,11,4,0,22,6,13,False,0,False,5.0,0,2,1,1,3.561228
Code Review,High,Senior,JavaScript,High,2,5,3,4,7,17,True,0,False,3.95,2,1,1,1,1.0749479
Client Meeting,Low,Senior,Other,Critical,13,2,0,26,1,15,False,1,False,2.375,1,1,0,0,3.98681875
Feature Dev,High,Tech Lead,Python,Medium,2,5,0,4,1,11,False,2,False,3.95,2,1,1,1,0.929936
Code Review,High,Junior,Go,Low,10,5,3,20,3,12,True,3,False,2.55,2,3,0,0,6.00932063
Code Review,High,Senior,C++,High,11,5,3,22,10,13,False,2,False,3.9,1,2,2,0,4.3717473
Client Meeting,High,Senior,Python,High,7,5,0,14,4,17,False,0,False,3.95,2,1,1,1,2.4062094
Feature Dev,Low,Mid,JavaScript,High,3,4,0,6,6,18,False,2,False,2.375,2,2,0,0,1.1304
Deployment,Medium,Mid,Go,High,11,5,1,22,9,12,False,1,False,2.35,4,0,1,0,3.98840963
Design Review,Medium,Junior,Python,Medium,4,4,2,8,8,14,False,2,False,1.9375,3,1,0,0,2.1065625
Deployment,Medium,Junior,JavaScript,Low,2,4,2,4,1,13,True,1,True,1.9375,3,1,0,0,1.52936438
Bug Fix,Medium,Senior,JavaScript,High,3,5,3,6,4,11,False,2,False,3.4,1,3,1,0,1.5019965
Design Review,High,Junior,Go,Low,12,3,2,24,9,16,True,0,False,2.91666667,2,0,1,0,6.22158364
